Month,DayOfWeek,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
1,Monday,0.7339090108769382,0.710633036835345,0.7091782884577454,0.7393123619937365,0.8318620683019758,0.9638978020022033,1.6076124134679681,1.4805412972468501,1.2061711349827537,1.1453026155644608,1.0298694863641393,0.9346181044975008,0.8875581490443593,0.8599641123581453,0.8415142083311286,0.8249808775634889,0.8634508902155663,1.3041241924077913,1.4086351631540717,1.1433398598169058,1.0733041164953265,0.9908914663421065,0.9039067498592879,0.8054225938202058
1,Tuesday,0.615521796669079,0.5893177561730673,0.5811042682821534,0.6442313277373191,0.7470317942985961,0.9382591236120509,1.6650209340330706,1.5784590605038298,1.19600440187692,1.1000799056830366,0.9696248514523524,0.9043690669245418,0.8593079131743906,0.8221399966405076,0.7838606218828541,0.8003441124896193,0.871590468460803,1.4837402139086124,1.687080554033667,1.3037781730326954,1.152845913899664,1.0428115497463897,0.8704601719620535,0.793016023522726
1,Wednesday,0.5570186169486175,0.5471106240760585,0.5523997438006745,0.588447353163485,0.7086546196320322,1.0808600283519159,3.427072740573899,3.4490888835598352,1.5657834265749127,0.8920981935519122,0.8235727663759634,0.7453287638382545,0.7085526255877559,0.6712665171158756,0.6355540310414017,0.6330770328232619,0.664899174637481,0.9683605975151095,1.0770279664026763,0.8856871393402566,0.8273028342809268,0.7426769186870696,0.654554064432309,0.5936053376883171
1,Thursday,0.747281639889275,0.7181725613494354,0.7235442585562768,0.7522499290054839,0.8552463841453543,1.1029814158031581,2.0527951491946435,1.8029369170598273,1.2451933837534468,1.0873971243018872,0.9766509874209218,0.8881772235438161,0.8468172782516151,0.8160308713349358,0.7738428778566998,0.7764544144434251,0.8187485679455115,1.2061052629716489,1.2884429774701889,1.0499226358826188,0.9801755002127623,0.9070949397939965,0.8252030973956292,0.7585346024174406
1,Friday,0.7921288645832383,0.7493281962792878,0.7585797628068767,0.7879413134181191,0.8617347295894922,1.0158950434123675,1.6708329148825447,1.4700008825507542,1.1702257808291716,1.070162784964987,1.0159437358677756,0.9395696195597595,0.8811873655251329,0.8476382637487714,0.8172054791185449,0.8054462511374254,0.8677969402878334,1.301573679293229,1.3503391733847039,1.115300691128539,1.022176370160046,0.9895524250364434,0.8827942165536089,0.8166455158813487
1,Saturday,0.857849931535817,0.7955663683833658,0.7677535791902383,0.7693866697932674,0.8279518112649753,0.9359367868314273,1.1345708531014065,1.2537613426517205,1.4053372750836437,1.3200145721930732,1.1371335491246215,1.0444996252266436,0.9394290882748282,0.8827482821143079,0.8584026698937653,0.8487046241588536,0.8697086817608904,1.1870809971064984,1.3586057593661933,1.1268325160901298,1.022867455854211,0.9528958046321149,0.8930744396196155,0.8098873167483909
1,Sunday,0.830673055334541,0.7571461237057723,0.7385719444223142,0.7513106529415842,0.80988884669783745,0.9007235362952831,1.1201124052382663,1.2189677631626596,1.2712635139259785,1.1876797071504175,1.0794875960033232,1.005290206031435,0.939212811548438,0.8979423757608617,0.8658845342435565,0.8602725495937416,0.89200757783473,1.2553711680149986,1.5301845933225247,1.1988540128690754,1.1001228138971118,1.0234919084576044,0.9209366137508109,0.8446036897971346
2,Monday,0.6896014963821694,0.6504669176798421,0.6458124137966231,0.6836608795838506,0.7797825091195357,0.958766556470947,1.5527976145667597,1.4081099116180142,1.190573098549678,1.1541944760939933,1.0647483850223984,1.0193975938970878,0.982284049775632,0.9596852085531611,0.9264912466491526,0.9391380236476355,0.9256644597751599,1.1468758811723532,1.6623009427666993,1.1678211486468382,1.0356271140162066,0.9122827611109054,0.825317030661289,0.7186002804440662
2,Tuesday,0.5861660814453844,0.559057206534949,0.5542118118371725,0.6159351730526382,0.7194302702574314,0.9272755343195664,1.3727984925438719,1.2555589424055167,1.1139974110391075,1.0800163096618913,1.0405247594126938,1.0107873370518308,0.9720558487160099,0.9783896979941491,0.9532443163599368,0.9747160654128283,0.9983096539738966,1.2211344715788306,1.915704383419566,1.2626845228434231,1.1440515258638777,1.0278253916100248,0.9075139245717724,0.8086108680936301
2,Wednesday,0.6996450794398389,0.6488408473065242,0.6362329510680611,0.6584986200409135,0.7558526956753518,0.9341954249795237,1.498445362548182,1.2881481376051467,1.1031598669339029,1.0717643420642324,1.0358349431777747,1.0238481255717482,1.0059610609575738,0.9834469605317467,0.9703111474557125,1.0047499576243224,0.971491196857342,1.151107137358009,1.7164129086018096,1.2280898338485267,1.122195927018085,0.959597541046181,0.8016261908859298,0.73054374140356
2,Thursday,0.6272220459592983,0.6052486062638807,0.5965773337390977,0.6292111550689259,0.6974003017333479,0.9167928205593074,1.7737569686805965,1.5041705246663772,1.1894872475573197,1.1340408311264494,1.068804268296631,1.0199156959615645,0.9750053418457533,0.9475307722690217,0.9227912277180282,0.9336380883314662,0.9598073050550048,1.154646758308998,1.6270912516753968,1.1693475178223398,1.051586042566417,0.947872650397239,0.8308260112275885,0.7172292331699484
2,Friday,0.6601990840581307,0.6249632334074715,0.6285378849227558,0.6771110908069125,0.7645548770337401,0.9161020778287746,1.7139703038578953,1.4546128149254216,1.23694958064181,1.1770215993561621,1.077922646844206,1.033885343302973,0.9685503261118531,0.9603796940769175,0.9384511595713924,0.9283880649695416,0.936799009711387,1.1719149543343275,1.5179652522845353,1.0795747967042113,0.9976281636479469,0.9317524428662798,0.8438881094023598,0.7588774893329945
2,Saturday,0.8073215401993793,0.7475077591217661,0.7386574251779389,0.7518177730498009,0.7992608271278638,0.897140914424838,1.0292050053189739,1.1369882543895242,1.244574098241997,1.3454810655494993,1.2408562999681958,1.0805961637585955,1.0103857078622112,1.0140706052663326,0.9710691685950231,0.9628110503054297,0.9579417215928409,1.1495892874768323,1.5533816610552404,1.1095818299463716,1.013642893960497,0.9101696588179814,0.8067951262845048,0.7211541625083623
2,Sunday,0.7227548204592811,0.6602350556015232,0.627554269425877,0.6551059396375829,0.7107637790841236,0.7802840941088811,0.9622637422619228,1.0605486941114803,1.174186337663913,1.2183383223805337,1.1367576536027275,1.074896356334935,1.0344179276465417,1.0085990668821125,0.9835426422744857,0.9752944693054467,0.9877706973258418,1.2019112888203467,1.8070776601874032,1.2722980085687428,1.1433423295023806,1.0349031142917793,0.9278154904500541,0.8393382400720849
3,Monday,0.5936338095346025,0.5418623191333577,0.5270332992696846,0.5568332434933339,0.6256332734509499,0.7993716784247024,1.2893679041592798,1.2511009916562126,1.0123230258768763,1.0030046306196396,1.0016565379047604,1.0035012963567005,0.9502398087442734,0.9704375487180801,1.0156577815399987,1.1303875668010488,1.2647238233013094,1.2937669435446757,1.6415985147329386,1.5437553645319566,1.3191441976335454,1.0265844277553369,0.8648133019698117,0.7735687108469234
3,Tuesday,0.6348373237860818,0.5760644439471918,0.5512320429626315,0.5709089281718506,0.6477046319087045,0.8437646005817857,2.4587084358916984,2.2289657641530547,1.2739709107182815,0.9827487133586932,0.8837628104721414,0.8815287536361602,0.8572763481763258,0.90853076750951,0.9283365406131125,1.0037144775117477,1.0713806220631015,1.0154003132691878,1.2365074960841351,1.1634065786529426,0.9987522935779816,0.8553645110763034,0.7558630566122175,0.67126963526516
3,Wednesday,0.7081277658502388,0.6521842001489726,0.6515006791394645,0.661700915742891,0.7405687245322702,0.901537922271393,1.5702580729965385,1.3771370985409457,1.1017044209788371,1.0759146475047103,1.041475704333348,1.0165008982167112,1.0025412960609912,1.0435788459010649,1.055435306489068,1.1046751084432371,1.1409543004863516,1.0934233010559524,1.3368882267887656,1.2464005608377515,1.1311746921964685,0.8917583139815098,0.7809753319020286,0.6735836656004908
3,Thursday,0.6243880719752298,0.5603273005654159,0.5286240336932398,0.5467791289098084,0.625478468084333,0.7718368858287125,1.3047134643474547,1.2565452162278201,1.0637631841383715,1.03617616257806,1.0227642904360903,1.0390929721699111,1.044027014563603,1.0779110736539856,1.127196977785451,1.195428514312585,1.3207695470539997,1.2608795407615054,1.4862644165131405,1.430872294170697,1.2548551022587102,0.9422385377788177,0.8058572444327329,0.6732105577603265
3,Friday,0.5932088389426274,0.5260541506275295,0.521826296570324,0.547548015124807,0.623485729287777,0.8119934672835697,1.3344471228430272,1.2252048293003925,1.1196175837814064,1.1948733859996659,1.1375927826439773,1.0989965665733583,1.0745568424749312,1.1180082715918895,1.1270640622176458,1.2008469346353305,1.239279491839219,1.17733461078171,1.293941553327219,1.2633100687708196,1.174961557214117,0.9916636264759131,0.85893628555744606,0.7452479261352981
3,Saturday,0.6684824718548481,0.6269446419512738,0.6126212523293515,0.6234131855444894,0.6935977946919082,0.760473206926676,0.859452768314028,0.9122270504210069,1.00653916243156,1.0976408595268548,1.0924054136650487,1.112680418629873,1.1030985648827942,1.1320910811175124,1.1681218146664512,1.312713963349821,1.3690443973629323,1.2838943156105398,1.2599149857434941,1.3311368058635349,1.208819997592189,1.016121016178639,0.9170426727938944,0.8315221585512796
3,Sunday,0.8408499684746072,0.766811862937646,0.7297172819115182,0.6916857422297116,0.7091735958314526,0.7558255634063551,0.8745784387747786,0.9377098556466176,0.9717833063668536,1.0546051441377695,1.0678736218325657,1.0365865514282369,1.0082450830721525,0.9984794834887829,0.9908103033811909,1.0780107387913895,1.187077625442612,1.1293066735594706,1.2873342429044903,1.5606118095065071,1.3984179381653217,1.127608308414537,0.9455382574865473,0.8513586028088856
4,Monday,0.5897182939833356,0.5286229711949838,0.49070173636083425,0.49185086468914185,0.5524673840073656,0.7379797885085171,1.1939443331115542,1.1101776660126343,1.0486753602746735,1.023203015663856,0.9687870012837918,0.9954802947434362,1.0232508960108688,1.1219322912042804,1.255853621799124,1.5258748387778942,1.8345354957960058,1.5158678462522155,1.166197672017628,1.2049807530980081,1.2720371790894553,0.9607670431591453,0.7565573631494895,0.6305362898117605
4,Tuesday,0.6323183584325875,0.5467455621301776,0.5049343525408233,0.5086522589328797,0.5831627599867943,0.7651268506996471,1.145541813749143,1.1138481854889912,1.0390024633669401,1.0628336338471698,1.0467125479340733,1.0524417807349469,1.0412271122736623,1.1289940828402367,1.22340452548442,1.5759047159509358,1.6823221677629077,1.4366355994616147,1.16800162531427,1.1736699088300278,1.3105924778423954,0.9574827945247225,0.716123625466643,0.5843207964039923
4,Wednesday,0.5029753875938239,0.469206721995652,0.45076725328086076,0.46733421140327214,0.5222082930003015,0.6256407001285368,0.9392068806829904,0.8907120300871193,0.8545313169462209,0.8620530967834077,0.8631321706841011,0.9474903597441962,1.0112191948204454,1.1254740784232826,1.1786343367662695,1.4221876636463178,1.7277242648809052,1.602996016947808,1.3479854642398084,1.477601282193694,1.7912626751511498,1.190313724867893,0.9503149943665996,0.779027881365346
4,Thursday,0.5858875567112778,0.5336893413973072,0.45878094134302577,0.42973303062867463,0.4849240609859418,0.6264079250916,0.8851690610409569,0.8974630757776368,0.9053852332451872,0.9025978074695676,0.9314696702401954,0.9633343480541201,1.0307607105001597,1.1625032550531262,1.2840056775461852,1.54863507828632,1.923529174445174,1.603738084671726,1.2839469948982773,1.3511679680766397,1.5038895592566375,1.0910864725493576,0.8786259457992394,0.7332690269316677
4,Friday,0.6627154638939701,0.6127520859329479,0.5801540283608179,0.5780214451551644,0.638373549875155,0.7939607274647521,1.0660174135573899,1.0046294827089393,0.9756568165864198,1.031317238253973,1.0072799789788227,1.0430464458850666,1.080518979355833,1.1496756061677353,1.2799764400331566,1.4653893170275343,1.645105150315381,1.3111426203100625,1.1285934979061332,1.1669495301335275,1.2767166342759435,1.0000291960796013,0.8103206871995502,0.691657664542123
4,Saturday,0.6315936236464191,0.5605800065064832,0.503818686000217,0.49895431519263844,0.5150036405322923,0.6103391117101207,0.8020325014329754,0.8630075444222398,0.983966166287122,1.0781862403370979,1.1350714938575701,1.212002912425834,1.200105343062075,1.2470759554460815,1.2918467568279346,1.3761212064878934,1.4910690771637931,1.2998094529906585,1.158401883781816,1.2378119626341963,1.400381094018683,1.1147464795278152,0.9325649486452573,0.8555095970627876
4,Sunday,0.7317597265179879,0.6706169623962233,0.6413990372316922,0.6265528708634682,0.6434641054859189,0.6778726076137763,0.7853398758168414,0.8606869607683542,0.9846468686774726,1.04071068114695,1.048161670658822,1.0723564568265853,1.031752749936048,1.0964675240110695,1.1387735168949558,1.1989953722006463,1.2678402827841213,1.2226599381409733,1.2387339829306294,1.455454524313388,1.7329550475570334,1.1380200460454406,0.9278016790307202,0.7669775121508802
5,Monday,0.643392925372534,0.5820580368813723,0.532125404709715,0.549279063687735,0.6198443501518289,0.6864077865143684,0.8415548896977497,0.8148289661552074,0.7602710800973315,0.790576547951817,0.8599754660446036,0.9520180183803567,1.0534317372855793,1.217226054256239,1.3144569348643593,1.5949283085647636,1.6796307840810827,1.423472157982585,1.201882277233696,1.209885977436805,1.416956582942868,1.3045226939087418,1.0496108753795725,0.9016630804190883
5,Tuesday,0.6886290384198569,0.6352818999889289,0.5852654492608088,0.5769013065464543,0.6176367398555143,0.7033364571524804,0.85840055261972,0.8214261767728195,0.745194594181588,0.7528476912065791,0.7897659318674773,0.8994540853161269,0.9950523070781793,1.1552995513863054,1.4196027188141755,1.6903052974463169,1.8816701465284287,1.3884664023115223,1.141452872172385,1.2300903308701423,1.3941734795550975,1.218189671437638,0.9707831949964838,0.8407741042149728
5,Wednesday,0.5788198925809946,0.5390678702221002,0.5097082288550387,0.5144150919948375,0.5704003552154141,0.6277370939909823,0.7336337475355635,0.7001420084946193,0.6553879731620774,0.6845767383095422,0.7226044642706887,0.8351652903795393,0.9508174226429114,1.1503387103246778,1.5005417552871303,1.9902263980457975,2.411902305404996,1.8522516178223896,1.110089593508775,1.1625019903196032,1.339918108866275,1.1878848760305971,0.9035002440164196,0.7683682227190289
5,Thursday,0.6675693114552711,0.6050062825849108,0.5832128740574276,0.5706329390537586,0.6301484343739341,0.7150187001029132,0.8523526102626873,0.8122917186524113,0.7024387650992441,0.7190052992237943,0.7557351657908453,0.8512363625088406,1.002443637609281,1.1415139331639275,1.386432864932545,1.7413287777825355,1.9636038265445486,1.3624246791156838,1.1264180111595246,1.2078332243170735,1.4420326340050997,1.3004286332314043,1.0095663613719217,0.8513249536004157
