Month,DayOfWeek,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
1,Monday,0.7655122207235933,0.731335955620517,0.7286045632311695,0.7499365120570658,0.8133003007917652,0.9193505606690783,1.520866370577712,1.3797143324736596,1.1605257366012223,1.1458981145491791,1.0530307733113617,0.9619693113392288,0.9216304832420047,0.8980637588248241,0.880975626273286,0.8633683034328636,0.9012466210305927,1.3134837104046861,1.3918814440262077,1.1376813638903154,1.0619924491673203,0.989531543631736,0.898470081659603,0.8116298624710072
1,Tuesday,0.6208446204404499,0.5847002160388389,0.5861244364465701,0.6163025121130907,0.7061631213522396,0.8541858126476546,1.537195729263399,1.486193241689241,1.1906867533067413,1.1250378909990233,1.019626334605188,0.95565189358764,0.916505078596758,0.8834978083365009,0.8633277679675508,0.8736822352561913,0.928572459619021,1.486635904788941,1.6496129103655337,1.259915412855514,1.115895935679127,1.0159310600337772,0.8960655911236426,0.8276452728873663
1,Wednesday,0.5779907024021285,0.5484536390678485,0.5505762417973362,0.571114665391112,0.677469020463684,1.0455462712447121,3.438616421770131,3.4675555688425836,1.585389916142244,0.8979356941060403,0.8365894856425357,0.7619844840730056,0.714778995201722,0.6863331290452771,0.6522817979341993,0.6434176893526061,0.6705481397330303,0.9476972749966366,1.0413758053184652,0.859878324040718,0.8079642446075427,0.7440768920312709,0.6680966830595375,0.6043289137356312
1,Thursday,0.7266127962572392,0.6845120084046974,0.6871472605236597,0.7170415605611682,0.8037308142665522,1.0483454569571096,1.9977319263429465,1.7612971062296483,1.2690109283905373,1.1210362514065657,1.0096599558507429,0.9318673132989754,0.8813126366488025,0.8525146014927825,0.8168859928444121,0.8159583840985373,0.8463164885089831,1.1981331873989272,1.2678303354412421,1.0382893348711495,0.9880087244413485,0.9020151772953705,0.8450094034579778,0.7897323550106244
1,Friday,0.7968611598252235,0.7399102339268199,0.7450940760336473,0.764497815295901,0.831483518116696,0.9811491246321671,1.605231400291294,1.4219659364503758,1.1712391879440003,1.0952887673513063,1.041215111613114,0.9730642332728947,0.922604999554142,0.8960437535297089,0.8678655292334215,0.8505781291799186,0.8893380495199595,1.3003834378622596,1.3143893231875874,1.0921737062687633,1.0225960823945546,0.9753708052195107,0.877828968879113,0.8238266504176203
1,Saturday,0.8930351872683274,0.8239225274063867,0.7930895641959064,0.7869130093686051,0.8267617501899042,0.8930351872683274,1.081245771259926,1.1876917201788213,1.3774713483402583,1.326265716384889,1.1548165090012494,1.0617447937205027,0.9577644856399252,0.8927114162491544,0.8647674867482184,0.8456400911539946,0.8671833166605095,1.1691620556969171,1.333687544362856,1.1148432408648838,1.0260303597594134,0.9725832361328458,0.9063347045174359,0.8432989776307434
1,Sunday,0.8454396776339929,0.7678330462468365,0.7376361069827314,0.7499984453799803,0.7825832809944594,0.8509865618645491,1.0505002767223635,1.1523838543383227,1.243919881102661,1.1927293530915173,1.0946763592042834,1.0216714030756604,0.9543128268588592,0.9199370689815995,0.890088364601924,0.8891680295502175,0.9210812693161539,1.272723880829048,1.5269602203829342,1.2003905205489676,1.100994334964648,1.0363967639029668,0.930259745912904,0.8673287275124214
2,Monday,0.6823303203347247,0.6299501827371552,0.6163898425469214,0.6480010930993182,0.7236022054017325,0.8831060761796671,1.437721035637746,1.312191873397434,1.147724740850525,1.1286102743950102,1.0624629940334998,1.0381784632353033,1.0198912070746178,1.026213457185097,1.0095215351644389,1.0250021849676687,1.0099351403118535,1.1639735144989531,1.6449372144924288,1.1549923741550945,1.048459505471036,0.9755763698516315,0.859116977629624,0.7521114173485202
2,Tuesday,0.6393856755483108,0.5747703622443855,0.5536645473297126,0.5885833919176781,0.6780127160217237,0.8510000540778566,1.2738579915484036,1.1487063804145454,1.075593118206469,1.0767055769721035,1.0489868127283823,1.0313110790077487,1.0214534582789336,1.046514682138084,1.04466058419536,1.061749186900798,1.0714522994677194,1.2331914433379942,1.8791900682153535,1.2318626731457087,1.1104501595296772,1.018641409732469,0.9137921710714367,0.8264641579691446
2,Wednesday,0.6963115398066816,0.636339214662605,0.6172101109528565,0.6412659472555767,0.7241384553780963,0.883162435184575,1.422426770607884,1.2190926093942451,1.0783157873395137,1.0622887004475623,1.044710605146712,1.0400271679904305,1.022418660759994,1.0249732628452386,1.0277407484375871,1.0628665271097009,1.0258856207328262,1.156444034446579,1.6810498198093171,1.2019402811076025,1.0981139535001596,0.9910335494269886,0.859623601684821,0.7826205959724467
2,Thursday,0.6499699738610625,0.61121756616340694,0.5995260604459816,0.6277232212938899,0.6841773460880053,0.8864314245347193,1.6877331386410241,1.3846510364624474,1.1452592339721466,1.1075234789455717,1.0692195944851575,1.0326799014245596,1.0045126421258008,0.9965887316012031,0.9722787721427202,0.980352190413065,0.9932995611947663,1.1454386432670431,1.6061617125613916,1.1520767871782158,1.0506208309142149,0.97697331535918,0.8748296234647422,0.7607552134596839
2,Friday,0.7024763278568666,0.6568301867218636,0.6379789232401349,0.6741105115801147,0.7376594249524828,0.8596887516101503,1.5688934392317222,1.3019524346461127,1.184132037885309,1.1552326952836025,1.0904685275043935,1.058249465547414,1.0095503682196152,1.0128404472235017,1.0140557016303429,1.0013992715883646,1.0072384208114786,1.1733725903320582,1.5016394819360583,1.0693053166145283,0.9997394119107282,0.9432152618169288,0.855865146281309,0.7841058555749179
2,Saturday,0.8085038401159759,0.7350207750472341,0.716230150818789,0.7254828696631498,0.7669299801029577,0.8532781268525571,0.9725494752435638,1.0660589728795522,1.218570396844992,1.3305536447763993,1.236378711881056,1.0851347836477205,1.0322802116189749,1.0523700189728267,1.027368665657071,1.0101624110937564,1.0047121794457081,1.1504425012443904,1.524322054821831,1.0862121550200092,1.0205558760970108,0.9339859175942931,0.8634497801026936,0.7794465004574866
2,Sunday,0.7627155987711545,0.6909137771200285,0.6417267024456352,0.6579893660803737,0.6910800620242693,0.7448233430748573,0.9165623921746324,0.9981417661951103,1.1694152175630115,1.2205977110882928,1.1450045936204796,1.091128284646499,1.066950459569904,1.0511533936670392,1.0387152828298363,1.0284721327286104,1.0260111161458483,1.1931607018885806,1.7512128405203056,1.2263511687750206,1.0942544408462236,1.0213883958079575,0.9356186422006143,0.836612610215713
3,Monday,0.5782219397132082,0.5219521011833563,0.49665626212143066,0.5118142697288659,0.5758580703596372,0.7351146293863078,1.2180507013421662,1.1697741529975854,1.0083486829145454,0.9962612684880375,1.0114436458826228,1.030939475602797,0.9934100033914621,1.0477302589492967,1.127590051440559,1.2346952659657646,1.3871282845903745,1.3552769727850402,1.6524665270819416,1.5013738467505937,1.2715911237111936,0.9891452906401741,0.8392223600920367,0.7459348148810043
3,Tuesday,0.594550378131582,0.5314802938191429,0.5021756713112273,0.5130627691984936,0.5773253551050754,0.7605951834345334,2.4031336291890533,2.164655393723356,1.2589062662462238,0.980214227022491,0.8846815993139435,0.8895399391419325,0.8885903545391892,0.9672733763897566,1.0162101084753188,1.103174391396322,1.170749481731078,1.0625410037440501,1.2401574911827573,1.1702857311111337,0.9964013319948363,0.8633490707965009,0.7760756207955347,0.6848713322064683
3,Wednesday,0.7092419622215596,0.6394695242584274,0.6126892208637545,0.6188199608171328,0.6804351799301634,0.8308306960249592,1.4124301393845533,1.217092964719387,1.0199601758419348,1.0320420943274624,1.0307082094840496,1.0212427574221394,1.022833158581593,1.0938112232301176,1.1299287205286803,1.1924160951162501,1.2377425281606818,1.1519634720765959,1.3509431784295431,1.2509531184367895,1.1530664922355718,0.9451856697160045,0.8765419035434523,0.769651554649198
3,Thursday,0.7181963761080359,0.6272081909541403,0.5744511833759945,0.58242021511342,0.6485682222250242,0.7767031913954633,1.1899580112726493,1.1232047612442786,1.019632567112613,1.0307286872533319,1.0277529095792302,1.0345114554831225,1.0296190752392602,1.0847466175747413,1.1316277251692788,1.2117719747311082,1.3268690027362025,1.2473299960911395,1.4211608054774485,1.3494647382954847,1.2169921948882192,0.9672286179025812,0.8905645151121591,0.7692889656650737
3,Friday,0.7180556896829229,0.6167712860131981,0.5905295348462901,0.598512795750845,0.6563528086270722,0.8046354418155481,1.2138934492193787,1.1016127474649928,1.0457556735876388,1.1248672139063254,1.0877064220183486,1.0697054563013038,1.0593014646708514,1.1170642201834862,1.1739256397875424,1.2667889908256882,1.2906615161757604,1.162929341702881,1.2664284564622565,1.1937807822308064,1.1119137292773218,1.002929341702881,0.9115081281184613,0.814369869628199
3,Saturday,0.7198753322028287,0.6523948271608407,0.6179175606084738,0.6193666051447326,0.666685404311532,0.7170521937097726,0.8003972380711467,0.8552860457635746,0.9995659112272846,1.1346768224701835,1.1446702330650727,1.171327655826939,1.1580114362092495,1.1688293031782166,1.207578752759899,1.3490604632570398,1.3912076724409843,1.2800809466258185,1.2258167270955713,1.245004075437758,1.15278987917342,0.9839012401197959,0.9090505947640775,0.8294530793757866
3,Sunday,0.8044294974063313,0.7232138481689049,0.6549671569341226,0.6365180606563484,0.6519446499008393,0.683044434612202,0.8106768550399794,0.8630943776415978,0.9801501311983745,1.0774225855819317,1.1080291578485328,1.0778061952611908,1.0577214884828394,1.0593107285826273,1.081477887905528,1.1809149969077617,1.2979159490817869,1.199520066351828,1.308711821483793,1.5272597358959772,1.342359870493091,1.0915339416403915,0.9456252600650555,0.8363513028589636
4,Monday,0.6154538195967297,0.5495316172418834,0.5077876364944952,0.5095644546405318,0.5714157192177503,0.7269435354182834,1.0991307085905784,1.0066911822588083,0.9615510048019074,0.9693780011920425,0.9376426796216951,0.9640700381228704,1.0131012224059017,1.1386030610753124,1.2940184204311598,1.604331837657299,1.9325708759263636,1.5582020399671626,1.1617016969737863,1.1467449366305682,1.2220235484632773,0.9488658727213433,0.8379609324921562,0.7227151580580953
4,Tuesday,0.6752376057133919,0.5693981080934396,0.5250599401715678,0.517474435636547,0.5878382908351398,0.7361515057673459,0.9841489772658343,0.9490819815534322,0.9233372388891194,0.9503590025189238,0.9686970235833847,1.0107876346059912,1.032829016470378,1.1621656998553773,1.3192137381915467,1.6670231683528662,1.8189120419884492,1.4985074817465818,1.1708749828400309,1.1024521995089853,1.2111011432530194,0.9884653081291962,0.8768536757452216,0.7540297992842298
4,Wednesday,0.6502253706747305,0.5827556074043942,0.5302849724741873,0.5372319371790893,0.5733087879761374,0.7018276350168247,0.9616020121637668,0.8920007938135175,0.8722387843688909,0.9055000093196338,0.9242620768749185,0.9871005303419867,1.0206512121554339,1.11330372248104,1.2533219012491599,1.5088333682362756,1.7620554945820035,1.556988464486165,1.22548141390906,1.2360071180073964,1.487439874656407,1.025782492903373,0.9191307961269795,0.7726656235986286
4,Thursday,0.6953126389753624,0.6026950102285867,0.5277950724895492,0.5128257582495775,0.5630970381570756,0.7130303299831006,0.9366094458774349,0.9050164546829139,0.9055501200747132,0.9087787956950991,0.9618251356399538,0.9688695188117051,1.0016899404073645,1.114880370008005,1.2623054344925733,1.5602508227341458,1.9105754691808237,1.54869696700169,1.200773814818109,1.1836431557413503,1.311882949390732,0.998034332473539,0.916970559459219,0.788890865427377
4,Friday,0.7138391168426865,0.6370106916297453,0.5852525946441848,0.5768784267347268,0.6211232515772219,0.7674233563630198,0.9724208997665147,0.9015143939163367,0.9181322909827692,0.9721600222615472,0.997125999486941,1.0281965103285753,1.0739283369493855,1.1552438552477686,1.3351971581743793,1.5549603683590372,1.7559925736870252,1.389903170966073,1.127277786715248,1.0975116633984512,1.1632006191492785,0.9743774810537712,0.8918619262325376,0.7894675055327771
4,Saturday,0.7812974002610321,0.6789657483509118,0.606714522558115,0.5757081378531871,0.5858143144378991,0.6553405763871742,0.7988377015062259,0.8238385833715476,0.9339482874175457,1.0348777734664363,1.083212811739391,1.1491410631768317,1.1483738403471022,1.2060742883346858,1.2819235246393172,1.4007636953684435,1.5093918656742744,1.2888814420261738,1.138823238914953,1.154485167025292,1.3072418780203887,1.0778157959716392,0.9356414688348796,0.8428868743165544
